,average_rating,num_pages,ratings_count,text_reviews_count,written_books,followers,quotes,discussions,questions,belongs_to_series,main_author,number_of_collaborators,merged_languages,publication_year,main_publisher
1194,3.7,404,24618,738,32.0,9944.0,25.0,3.0,3.0,0,Bret Easton Ellis,1,eng,2006.0,Vintage
1195,4.06,608,32337,272,141.0,1888.0,3.0,2.0,2.0,1,Scott Turow,1,eng,2000.0,Grand Central Publishing
1196,3.6,208,4213,735,47.0,325.0,5.0,9.0,3.0,0,Pete Hautman,1,eng,2005.0,Simon Schuster Books for Young Readers
1197,3.59,228,12,1,8.0,0.0,0.0,0.0,0.0,0,Ronald B. Flowers,1,eng,2005.0,Westminster John Knox Press
1198,3.99,288,4372,81,124.0,498.0,3.0,0.0,0.0,0,Thomas  Moore,1,eng,2013.0,Harper Perennial
1199,3.79,155,141,5,497.0,90.0,0.0,0.0,0.0,0,Elizabeth Clare Prophet,1,eng,2017.0,Summit University Press
1200,4.08,412,38,4,50.0,70.0,0.0,0.0,0.0,0,Arielle Ford,2,eng,2001.0,Plume
1201,4.36,165,282127,13449,176.0,6291.0,1974.0,82.0,44.0,0,Viktor E. Frankl,4,eng,2006.0,Beacon Press
1202,4.36,165,391,44,176.0,6291.0,1974.0,82.0,44.0,0,Viktor E. Frankl,3,eng,2000.0,Beacon Press (Boston)
1203,4.1,430,3958,172,36.0,506.0,5.0,1.0,0.0,0,Eric R. Kandel,1,eng,2006.0,W. W. Norton & Company
1204,3.79,382,143,20,56.0,7.0,2.0,4.0,3.0,0,Peter Kent,1,eng,2006.0,For Dummies
1205,4.31,321,12563,699,31.0,362.0,219.0,6.0,4.0,0,Andy Hunt,2,eng,1999.0,Addison-Wesley Professional
1206,3.96,176,840,63,39.0,98.0,1.0,0.0,0.0,0,Johanna Rothman,2,eng,2005.0,Pragmatic Bookshelf
1207,3.93,278,832,118,144.0,34400.0,168.0,48.0,9.0,0,Malcolm Gladwell,1,eng,2005.0,Penguin
1208,4.42,112,62,4,3.0,1.0,1.0,0.0,0.0,0,Anne Hoppus,1,eng,2001.0,Plexus Publishing Ltd
1209,3.92,32,36,1,17.0,3.0,0.0,0.0,0.0,0,Brigid Avison,1,eng,2003.0,Kingfisher
1210,3.9,224,1782,197,18.0,44.0,5.0,28.0,0.0,1,Roderick Townley,1,eng,2003.0,Simon & Schuster Childrens Books
1211,3.83,384,608,78,5.0,11.0,16.0,1.0,0.0,0,Ray Oldenburg,1,eng,1999.0,Da Capo Press
1212,3.99,368,53749,509,40.0,2116.0,39.0,1.0,2.0,0,James C. Collins,2,eng,2004.0,Harper Business
1213,3.88,304,37258,1401,23.0,691.0,12.0,1.0,0.0,0,Amy Sedaris,1,eng,2006.0,Warner Books (NY)
1214,3.68,344,6490,463,123.0,24900.0,11.0,0.0,0.0,0,David Sedaris,19,eng,2005.0,Simon & Schuster
1215,3.89,320,518,61,78.0,1237.0,0.0,2.0,0.0,0,Ben Mezrich,1,eng,2004.0,Arrow
1216,3.7,311,82,17,177.0,40.0,11.0,0.0,1.0,0,Pat Williams,2,eng,2007.0,Hci
1217,3.91,227,21,4,12.0,13.0,0.0,0.0,0.0,0,Efrem Smith,2,eng,2005.0,IVP Books
1218,4.16,256,216,25,15.0,35.0,0.0,0.0,0.0,0,Tom Stanton,1,eng,2002.0,St. Martin's Griffin
1219,4.01,688,5642,265,126.0,3685.0,3.0,0.0,0.0,1,James Ellroy,1,eng,2002.0,Vintage
1220,3.77,542,4202,406,105.0,13500.0,253.0,71.0,19.0,0,Zadie Smith,1,eng,2001.0,Penguin Books
1221,3.77,448,81,11,105.0,13500.0,253.0,71.0,19.0,0,Zadie Smith,1,eng,2001.0,Turtleback Books
1222,3.77,542,1265,142,105.0,13500.0,253.0,71.0,19.0,0,Zadie Smith,1,eng,2000.0,Penguin
1223,3.93,106,6,0,102.0,49.0,0.0,0.0,0.0,0,Hans Blumenberg,1,non-eng,1997.0,Suhrkamp
1224,2.98,183,34,2,83.0,5.0,0.0,0.0,0.0,0,Greg  Taylor,1,eng,2005.0,DeVorss & Company
1225,3.84,756,3645,407,437.0,99300.0,163.0,126.0,62.0,1,Dan Brown,1,eng,2006.0,Random House Large Print
1226,3.89,528,1192,143,437.0,99300.0,332.0,82.0,35.0,1,Dan Brown,1,eng,2005.0,Atria Books
1227,3.71,352,60,8,290.0,46.0,0.0,1.0,4.0,0,Larry Burkett,1,eng,2004.0,Thomas Nelson
1228,3.83,168,710,22,122.0,1536.0,5.0,0.0,0.0,0,Robert Anton Wilson,1,eng,1997.0,Ronin Publishing (CA)
1229,3.84,489,13934,1459,437.0,99300.0,163.0,126.0,62.0,0,Dan Brown,1,eng,2006.0,Anchor
1230,3.84,0,91,16,437.0,99300.0,163.0,126.0,62.0,1,Dan Brown,2,eng,2006.0,Random House Audio
1231,3.84,557,3276,190,437.0,99300.0,163.0,126.0,62.0,1,Dan Brown,2,non-eng,2003.0,Umbriel
1232,3.64,207,533,50,95.0,1699.0,0.0,0.0,0.0,0,Bart D. Ehrman,1,eng,2006.0,Oxford University Press USA
1233,4.56,480,3141,140,609.0,22200.0,746.0,417.0,121.0,1,J.K. Rowling,1,eng,2008.0,Bloomsbury UK
1234,3.88,153,2636,302,97.0,9279.0,12.0,1.0,0.0,0,Nick Hornby,5,eng,2006.0,McSweeney's
1235,3.73,143,6828,621,97.0,9279.0,41.0,2.0,1.0,0,Nick Hornby,1,eng,2004.0,McSweeney's
1236,3.56,207,10066,341,97.0,9279.0,39.0,4.0,3.0,0,Nick Hornby,1,eng,2003.0,Riverhead Books
1237,3.68,288,393,4,97.0,9279.0,0.0,0.0,0.0,0,Nick Hornby,12,eng,2001.0,Orion Publishing
1238,3.74,247,28830,1069,97.0,9279.0,63.0,4.0,1.0,0,Nick Hornby,1,eng,1998.0,Riverhead Books
1239,3.94,323,827,101,97.0,9279.0,252.0,23.0,5.0,0,Nick Hornby,1,eng,2000.0,Riverhead Books
1240,3.8,278,825,73,97.0,9279.0,75.0,17.0,3.0,0,Nick Hornby,1,eng,2002.0,Penguin
1241,3.59,278,450,63,97.0,9279.0,3.0,2.0,1.0,0,Nick Hornby,1,eng,2006.0,Viking
1242,3.73,386,5723,695,20.0,724.0,8.0,2.0,3.0,1,Ruth Downie,1,eng,2007.0,Bloomsbury Publishing PLC
1243,5.0,128,2,0,2.0,0.0,0.0,0.0,0.0,0,Middlesex Borough Heritage Committee,1,eng,2003.0,Arcadia Publishing
1244,3.82,96,900,48,16.0,11.0,0.0,0.0,2.0,0,Stephen J. Burn,1,eng,2003.0,Bloomsbury Academic
1245,4.11,465,327,46,35.0,375.0,125.0,12.0,5.0,0,Anthony Kiedis,1,eng,2004.0,Hachette Books
1246,3.82,85,975,62,189.0,3472.0,30.0,5.0,2.0,0,Éric-Emmanuel Schmitt,1,non-eng,2001.0,Albin Michel
1247,3.55,349,122,12,20.0,192.0,1.0,2.0,1.0,0,Sonallah Ibrahim,3,non-eng,2004.0,American University in Cairo Press
1248,3.91,250,70043,3881,96.0,45900.0,57.0,34.0,13.0,0,Sarah Dessen,1,eng,2004.0,Speak
1249,4.02,432,327,7,169.0,994.0,0.0,0.0,0.0,1,Dale Brown,2,eng,2006.0,HarperTorch
1250,3.97,260,98,2,6.0,7.0,0.0,1.0,0.0,0,Chris  Williams,2,eng,2008.0,Chaosium
1251,3.9,375,1313,28,169.0,994.0,0.0,0.0,1.0,1,Dale Brown,2,eng,2001.0,HarperCollins Publishers Ltd
1252,4.0,405,339,9,169.0,994.0,0.0,0.0,0.0,1,Dale Brown,2,eng,2005.0,HarperTorch
1253,4.01,496,2218,172,7.0,19.0,3.0,0.0,0.0,0,Aidan Hartley,1,eng,2004.0,Riverhead Books
1254,3.96,212,7205,825,15.0,684.0,17.0,1.0,0.0,0,Anderson Cooper,1,eng,2006.0,Harper
1255,4.23,260,13108,795,17.0,128.0,48.0,9.0,2.0,0,Michael Herr,1,eng,1991.0,Vintage
1256,3.62,386,1291,100,133.0,2136.0,0.0,1.0,0.0,0,Bentley Little,1,eng,2005.0,Signet
1257,4.21,174,3472,30,6.0,0.0,0.0,0.0,0.0,0,Robert D. Siegel,4,eng,2001.0,Three Rivers Press
1258,3.53,32,57,14,324.0,30.0,0.0,0.0,0.0,0,Ian Whybrow,2,eng,2007.0,Alison Green Books
1259,4.0,48,27,7,39.0,50.0,0.0,0.0,0.0,0,Joanne Rocklin,2,eng,1995.0,Scholastic Inc.
1260,4.29,336,1505,119,6.0,36.0,9.0,2.0,0.0,0,Anthony Loyd,1,eng,2001.0,Penguin Books (NY)
1261,4.12,507,643,61,8.0,47.0,1.0,1.0,0.0,0,Anthony Shadid,1,eng,2000.0,St. Martin's Press
1262,3.93,542,9024,637,13.0,216.0,31.0,0.0,0.0,0,Suketu Mehta,1,eng,2005.0,Vintage
1263,3.96,344,4820,524,10.0,121.0,13.0,0.0,1.0,0,Andrew X. Pham,1,eng,2000.0,Picador USA
1264,4.14,336,3534,320,2.0,48.0,6.0,1.0,1.0,0,Chanrithy Him,1,eng,2001.0,W. W. Norton Company
1265,4.35,238,26524,2609,9.0,386.0,20.0,8.0,9.0,0,Loung Ung,1,eng,2006.0,Harper Perennial
1266,3.99,5,483,146,2210.0,2200.0,1340.0,735.0,124.0,0,Ray Bradbury,2,eng,2005.0,Blackstone Audiobooks
1267,3.78,160,4694,133,761.0,34900.0,9.0,1.0,0.0,0,Gabriel García Márquez,1,non-eng,2006.0,Plaza y Janes
1268,4.0,288,838,51,761.0,34900.0,0.0,0.0,0.0,0,Gabriel García Márquez,3,eng,2008.0,Harper Perennial Modern Classics
1269,3.96,464,7044,639,871.0,21700.0,651.0,120.0,23.0,0,John Steinbeck,3,eng,2006.0,Penguin Classics
1270,3.81,112,30,5,2.0,1.0,0.0,0.0,0.0,0,Kelly McGrath Vlcek,3,eng,2000.0,Cliffs Notes
1271,3.96,597,37,8,,,651.0,120.0,23.0,0,John Steinbeck,1,eng,2001.0,Longman Schools Division (a Pearson Education Company)
1272,4.11,635,1211,169,2067.0,30500.0,1244.0,316.0,103.0,0,Neil Gaiman,1,eng,2001.0,PerfectBound (HarperCollins)
1273,3.8,399,1876,244,62.0,2604.0,21.0,0.0,1.0,0,Jon Meacham,1,eng,2006.0,Random House (NY)
1274,4.11,635,383045,15962,2067.0,30500.0,1244.0,316.0,103.0,1,Neil Gaiman,1,eng,2005.0,Headline Review
1275,4.37,601,3942,396,871.0,21700.0,1248.0,148.0,52.0,0,John Steinbeck,1,eng,2002.0,Penguin Books
1276,3.98,575,99,15,6.0,26.0,0.0,0.0,1.0,0,Stephen Oppenheimer,1,eng,1999.0,Orion Publishing
1277,4.37,691,83,18,871.0,21700.0,1248.0,148.0,52.0,0,John Steinbeck,1,eng,1977.0,Bantam Books
1278,4.18,112,679,116,56.0,206.0,1.0,1.0,1.0,0,Yona Zeldis McDonough,3,eng,2004.0,Grosset & Dunlap
1279,3.22,615,9,0,28.0,2.0,0.0,0.0,0.0,0,Harrison Edward Livingstone,1,eng,2004.0,Trafford Publishing
1280,4.07,849,7981,307,63.0,154.0,3.0,1.0,0.0,0,Robert Dallek,1,eng,2004.0,Back Bay Books
1281,3.56,229,175,9,34.0,8543.0,3.0,4.0,0.0,0,Augusten Burroughs,1,eng,2006.0,Atlantic
1282,4.03,295,1158,91,34.0,8543.0,91.0,0.0,4.0,0,Augusten Burroughs,1,eng,2005.0,Atlantic
1283,3.72,320,667,70,34.0,8543.0,89.0,23.0,4.0,0,Augusten Burroughs,1,eng,2006.0,Atlantic Books
1284,3.98,272,6256,459,121.0,1260.0,7.0,1.0,7.0,0,M. Scott Peck,1,eng,1998.0,Touchstone
1285,4.05,318,1314,98,121.0,1260.0,348.0,0.0,9.0,0,M. Scott Peck,1,eng,2003.0,Touchstone
1286,4.36,189,5906,140,12500.0,21800.0,2.0,0.0,0.0,0,Arthur Conan Doyle,1,eng,2004.0,Geddes & Grosset
1287,4.23,641,1073,97,108.0,14300.0,353.0,69.0,26.0,0,John Irving,1,eng,2002.0,Modern Library
1288,4.26,270,33828,2237,42.0,5243.0,425.0,7.0,2.0,0,Atul Gawande,2,eng,2003.0,Picador USA
1289,3.91,80,109,13,90.0,517.0,0.0,0.0,0.0,0,Judith Viorst,2,eng,2000.0,Atheneum Books for Young Readers
1290,3.57,422,965,49,76.0,4507.0,22.0,3.0,1.0,1,Helen Fielding,1,eng,1999.0,Picador Macmillan Publishers Ltd
1291,3.49,64,1104,34,76.0,4507.0,0.0,0.0,0.0,0,Helen Fielding,1,eng,2001.0,Penguin Books
1292,3.77,279,5119,217,41.0,23900.0,17.0,5.0,4.0,1,Carlos Ruiz Zafón,1,non-eng,2005.0,Edebé
1293,3.9,199,3690,518,41.0,48.0,4.0,4.0,0.0,0,Ruby K. Payne,1,eng,2006.0,AHA! Process
1294,3.7,230,3602,325,41.0,23900.0,26.0,9.0,6.0,1,Carlos Ruiz Zafón,1,non-eng,2006.0,Rayo
1295,4.26,403,1278,175,41.0,23900.0,1251.0,220.0,53.0,0,Carlos Ruiz Zafón,2,eng,2004.0,Phoenix
1296,3.77,493,180,10,7.0,10.0,0.0,1.0,0.0,0,David A. Black,2,eng,2006.0,Manning Publications
1297,3.57,172,308,30,65.0,1132.0,0.0,0.0,0.0,0,E.L. Konigsburg,1,eng,1985.0,Dell
1298,3.98,324,60,9,86.0,247.0,0.0,2.0,0.0,0,Sylvia Engdahl,1,eng,2005.0,Firebird
1299,3.95,304,2045,230,86.0,247.0,20.0,4.0,2.0,0,Sylvia Engdahl,2,eng,2003.0,Firebird
1300,3.9,276,1764,191,55.0,13700.0,368.0,36.0,8.0,0,Jonathan Safran Foer,1,eng,2005.0,Harper Perennial
1301,3.9,276,5210,522,55.0,13700.0,368.0,36.0,8.0,0,Jonathan Safran Foer,1,eng,2003.0,Penguin Group
1302,3.98,326,335477,19241,55.0,13700.0,630.0,110.0,17.0,0,Jonathan Safran Foer,1,eng,2006.0,Mariner Books
1303,4.04,344,20695,714,29.0,1893.0,74.0,5.0,4.0,0,Matt Ridley,1,eng,2006.0,Harper Perennial
1304,3.86,692,63,3,4.0,2.0,0.0,0.0,1.0,0,David W. Mount,1,eng,2004.0,Cold Spring Harbor Laboratory Press
1305,3.83,392,272,23,11.0,12.0,0.0,0.0,0.0,0,James Shreeve,1,eng,2005.0,Ballantine Books
1306,4.09,483,11095,880,25.0,236.0,20.0,1.0,2.0,0,Glen David Gold,1,eng,2002.0,Hyperion
1307,4.2,14,28925,527,157.0,955.0,0.0,15.0,3.0,0,Sandra Boynton,1,eng,2004.0,Simon & Schuster Childrens Books
1308,4.24,30,348,33,129.0,412.0,1.0,31.0,5.0,0,Doreen Cronin,2,eng,2003.0,Pocket Books
1309,4.1,40,7823,250,129.0,412.0,0.0,1.0,0.0,0,Doreen Cronin,2,eng,2006.0,Atheneum Books for Young Readers
1310,3.46,482,6441,492,120.0,2107.0,34.0,3.0,1.0,0,Jane Smiley,1,non-eng,1999.0,Rivages
1311,4.07,32,161,41,84.0,96.0,0.0,0.0,0.0,0,Lisa Wheeler,2,eng,2002.0,Atheneum
1312,3.55,48,37,1,2.0,1.0,1.0,0.0,0.0,0,Charles A. Peek,3,eng,1975.0,Cliffs Notes
1313,3.98,519,5517,452,57.0,2563.0,672.0,191.0,37.0,0,Joseph Heller,1,eng,1994.0,Vintage
1314,4.0,367,3730,142,14.0,190.0,0.0,0.0,0.0,0,Liza Dalby,1,eng,1998.0,University of California Press
1315,3.52,224,606,45,93.0,147.0,0.0,0.0,0.0,0,New Scientist,2,eng,2006.0,Atria Books
1316,3.97,119,11,1,761.0,34900.0,124.0,123.0,7.0,0,Gabriel García Márquez,2,non-eng,2002.0,Kiepenheuer & Witsch
1317,4.29,650,30081,649,1567.0,2800.0,96.0,4.0,5.0,0,Ernest Hemingway,5,eng,1998.0,Scribner
1318,3.9,97,132,24,57.0,25.0,0.0,0.0,0.0,0,Mark Bailey,2,eng,2006.0,Algonquin Books
1319,3.97,490,162,7,1567.0,2800.0,343.0,43.0,14.0,0,Ernest Hemingway,1,eng,2005.0,Vintage Classics
1320,4.04,192,82993,4808,1567.0,2800.0,301.0,38.0,10.0,0,Ernest Hemingway,1,eng,2012.0,Vintage
1321,3.88,448,11265,471,1567.0,2800.0,105.0,5.0,3.0,0,Ernest Hemingway,1,eng,2003.0,Scribner
1322,3.87,247,186,24,21.0,162.0,2.0,1.0,0.0,0,Sven Regener,2,eng,2004.0,Vintage
1323,4.26,464,219,21,1567.0,2800.0,9.0,1.0,3.0,0,Ernest Hemingway,1,eng,2002.0,Scribner Classics
1324,3.82,185,45,9,3.0,0.0,0.0,0.0,0.0,0,Carlene Fredericka Brennen,2,eng,2005.0,Pineapple Press
1325,4.3,4,43,6,1567.0,2800.0,0.0,0.0,0.0,0,Ernest Hemingway,2,eng,2001.0,Caedmon
1326,3.63,928,198,33,108.0,14300.0,68.0,4.0,7.0,0,John Irving,1,eng,2006.0,Black Swan
1327,3.42,208,1841,112,108.0,14300.0,9.0,0.0,0.0,0,John Irving,1,eng,2002.0,Ballantine Books
1328,3.31,368,25257,977,108.0,14300.0,10.0,5.0,1.0,0,John Irving,1,eng,2003.0,Fawcett Books
1329,3.35,272,10479,251,108.0,14300.0,4.0,0.0,0.0,0,John Irving,1,eng,1997.0,Ballantine Books
1330,3.3,304,8896,217,108.0,14300.0,6.0,1.0,0.0,0,John Irving,1,eng,1997.0,Ballantine Books
1331,3.24,176,11346,280,108.0,14300.0,9.0,0.0,0.0,0,John Irving,1,eng,1997.0,Ballantine Books
1332,4.23,800,12039,164,2074.0,2300.0,14.0,2.0,1.0,0,F. Scott Fitzgerald,2,eng,1998.0,Scribner
1333,4.22,528,186,13,2074.0,2300.0,17.0,0.0,0.0,0,F. Scott Fitzgerald,2,eng,1995.0,Scribner
1334,3.75,203,8,1,2074.0,2300.0,0.0,0.0,0.0,0,F. Scott Fitzgerald,3,eng,1996.0,University of South Carolina Press
1335,4.0,328,100,11,2074.0,2300.0,0.0,0.0,0.0,0,F. Scott Fitzgerald,3,eng,2004.0,Minnesota Historical Society Press
1336,3.82,400,1354,140,2074.0,2300.0,388.0,56.0,13.0,0,F. Scott Fitzgerald,3,eng,2001.0,Penguin Classics
1337,3.88,144,557,28,3.0,3.0,0.0,68.0,0.0,0,Kathleen Parkinson,2,eng,2003.0,Penguin Global
1338,3.91,6,258,58,2074.0,2300.0,1246.0,788.0,111.0,0,F. Scott Fitzgerald,2,eng,2002.0,Caedmon
1339,3.91,4,63,13,2074.0,2300.0,1246.0,788.0,111.0,0,F. Scott Fitzgerald,2,eng,2002.0,Audio Partners
1340,3.7,96,78,13,8.0,1.0,1.0,0.0,0.0,0,Kate Maurer,3,eng,2000.0,Cliffs Notes
1341,3.91,188,2729,245,2074.0,2300.0,1246.0,788.0,111.0,0,F. Scott Fitzgerald,1,eng,1994.0,Penguin Books
1342,3.33,208,1750,228,141.0,1888.0,3.0,1.0,0.0,1,Scott Turow,1,eng,2006.0,Picador
1343,3.83,553,5073,222,141.0,1888.0,4.0,2.0,0.0,1,Scott Turow,1,eng,2003.0,Warner Vision
1344,3.75,817,3655,162,141.0,1888.0,2.0,0.0,1.0,1,Scott Turow,1,eng,1997.0,Grand Central Publishing
1345,3.86,528,5163,179,141.0,1888.0,13.0,4.0,1.0,1,Scott Turow,1,eng,2000.0,Warner Books (NY)
1346,3.67,288,6093,447,141.0,1888.0,10.0,7.0,0.0,0,Scott Turow,1,eng,1997.0,Warner Books (NY)
1347,3.81,176,506,50,141.0,1888.0,1.0,0.0,0.0,0,Scott Turow,1,eng,2004.0,St. Martins Press-3PL
1348,4.37,720,23114,1175,80.0,1021.0,54.0,8.0,8.0,1,Noah Gordon,1,eng,2001.0,Little Brown Book Group
1349,3.39,448,2680,142,80.0,1021.0,15.0,1.0,0.0,1,Noah Gordon,3,eng,1997.0,Signet
1350,3.69,448,921,44,80.0,1021.0,3.0,0.0,2.0,0,Noah Gordon,1,eng,1987.0,Fawcett
1351,4.1,352,4360,189,80.0,1021.0,3.0,1.0,4.0,0,Noah Gordon,3,eng,2000.0,St. Martin's Griffin
1352,4.32,81,69,8,24.0,9.0,0.0,0.0,0.0,0,Noah Eli Gordon,1,eng,2003.0,Tougher Disguises
1353,4.12,768,493,24,80.0,1021.0,23.0,1.0,3.0,1,Noah Gordon,2,non-eng,2006.0,Zeta Bolsillo
1354,3.31,60,418,37,76.0,3675.0,4.0,1.0,0.0,0,Mark Haddon,1,eng,2006.0,Vintage
1355,3.57,32,1,0,76.0,3675.0,0.0,0.0,0.0,0,Mark Haddon,2,eng,2002.0,HarperCollins UK
1356,3.76,520,83,14,14.0,5.0,0.0,0.0,1.0,0,Paula S. Fass,1,non-eng,1978.0,Oxford University Press USA
1357,3.73,224,549,80,27.0,41.0,1.0,2.0,0.0,1,Steven L. Layne,1,eng,2005.0,Pelican Publishing
1358,4.42,214,41,4,2074.0,2300.0,1.0,0.0,0.0,0,F. Scott Fitzgerald,2,eng,2002.0,Cambridge University Press
1359,3.83,144,332,9,92.0,4422.0,0.0,0.0,0.0,0,Douglas Coupland,1,eng,2004.0,Douglas McIntyre
1360,3.85,144,893,34,92.0,4422.0,2.0,0.0,0.0,0,Douglas Coupland,1,eng,2002.0,Douglas McIntyre
1361,3.97,272,91,11,1160.0,2755.0,947.0,44.0,37.0,0,Sun Tzu,2,eng,2005.0,Oxford University Press USA
1362,3.85,256,20,2,26.0,3.0,0.0,0.0,0.0,0,Scott   Cunningham,4,eng,1995.0,Running Press
1363,3.56,175,16,1,1895.0,177.0,0.0,0.0,0.0,0,Time-Life Books,1,eng,1993.0,Time-Life Books Inc.
1364,4.23,166,11,0,230.0,547.0,4.0,0.0,0.0,0,George Lucas,1,eng,1998.0,Del Rey
1365,3.75,400,55,5,14.0,58.0,0.0,0.0,0.0,0,Robert L. O'Connell,2,eng,2002.0,Free Press
1366,3.92,150,259,9,230.0,547.0,1.0,1.0,0.0,0,George Lucas,1,eng,1999.0,Del Rey Books
1367,4.14,224,383,19,8.0,6.0,0.0,0.0,0.0,0,John Warry,2,eng,1995.0,University of Oklahoma Press
1368,3.99,336,32091,1517,871.0,21700.0,172.0,23.0,10.0,0,John Steinbeck,2,eng,2008.0,Penguin Classics
1369,4.04,181,96408,3909,871.0,21700.0,145.0,29.0,9.0,0,John Steinbeck,1,eng,2002.0,Penguin Books
1370,4.41,1088,884,25,871.0,21700.0,0.0,0.0,0.0,0,John Steinbeck,3,eng,1996.0,Library of America
1371,3.83,154,438,38,6.0,0.0,66.0,8.0,4.0,0,John Steinbeck,1,eng,2000.0,Penguin Classics
1372,3.84,288,3427,276,871.0,21700.0,55.0,2.0,1.0,0,John Steinbeck,2,eng,2001.0,Penguin Books Ltd
1373,3.97,224,179,20,53.0,721.0,29.0,16.0,4.0,0,Dava Sobel,3,eng,2003.0,Walker Books
1374,3.97,192,47453,1865,53.0,721.0,29.0,16.0,4.0,0,Dava Sobel,2,eng,2005.0,Walker Books
1375,3.53,32,1,0,6.0,0.0,0.0,0.0,0.0,0,Rebecca Aberg,2,eng,2003.0,Children's Press(CT)
1376,4.5,437,10,2,2.0,0.0,0.0,0.0,0.0,0,William Andrewes,1,eng,1996.0,Collection of Historical Scientific Instruments
1377,3.6,650,11751,893,10.0,102.0,0.0,0.0,4.0,0,Gavin Menzies,1,eng,2004.0,Harper Perennial (NYC)
1378,3.27,192,20,1,334.0,83.0,0.0,0.0,0.0,0,Kristi Gold,1,eng,2002.0,Silhouette Desire
1379,3.87,461,31384,2255,60.0,3087.0,45.0,6.0,3.0,0,Nathaniel Philbrick,1,eng,2006.0,Viking
1380,4.44,796,6,2,31.0,56.0,0.0,1.0,3.0,0,Lerone Bennett Jr.,1,eng,2003.0,Johnson Publishing Company (IL)
1381,4.44,70,26,1,31.0,56.0,0.0,1.0,3.0,0,Lerone Bennett Jr.,1,eng,1984.0,Penguin Books
1382,3.88,398,11418,743,136.0,10900.0,29.0,1.0,1.0,0,Salman Rushdie,1,eng,2006.0,Random House Trade
1383,3.98,463,364,46,136.0,10900.0,243.0,75.0,23.0,0,Salman Rushdie,1,eng,1982.0,Picador
1384,4.01,224,22378,1613,136.0,10900.0,46.0,8.0,4.0,1,Salman Rushdie,2,eng,1999.0,Viking Children's Books
1385,3.29,272,6711,354,136.0,10900.0,14.0,3.0,0.0,0,Salman Rushdie,1,eng,2002.0,Vintage
1386,4.29,914,7059,326,20.0,204.0,130.0,1.0,2.0,0,Steve McConnell,1,eng,2004.0,Microsoft Press
1387,4.17,538,111,6,1168.0,7806.0,0.0,1.0,3.0,0,Dale Carnegie,1,eng,1998.0,Galahad Books
1388,4.12,358,61639,1607,1168.0,7806.0,529.0,5.0,9.0,0,Dale Carnegie,1,eng,2004.0,Gallery Books
1389,3.96,224,1907,121,1168.0,7806.0,13.0,0.0,3.0,0,Dale Carnegie,2,eng,1990.0,Pocket Books
1390,4.08,256,3713,103,1168.0,7806.0,1.0,0.0,7.0,0,Dale Carnegie,3,eng,1995.0,Pocket Books
1391,4.09,144,12436,619,35.0,852.0,112.0,6.0,3.0,0,Alice   Miller,2,eng,2008.0,Basic Books
1392,4.09,118,97,10,61.0,15.0,112.0,6.0,3.0,0,Alice   Miller,1,eng,1983.0,Basic Books
1393,3.8,96,311436,8421,150.0,1924.0,183.0,16.0,25.0,0,Spencer Johnson,2,eng,2002.0,Vermilion
1394,3.91,240,46064,871,35.0,342.0,171.0,4.0,2.0,0,W. Chan Kim,2,eng,2005.0,Harvard Business Review Press
1395,3.42,188,321078,8423,2356.0,4019.0,539.0,108.0,34.0,0,Joseph Conrad,1,eng,2003.0,Green Integer
1396,3.58,225,3761,177,2356.0,4019.0,2.0,0.0,0.0,0,Joseph Conrad,2,eng,2003.0,Oxford University Press
1397,3.42,132,92,11,2356.0,4019.0,539.0,108.0,34.0,0,Joseph Conrad,1,eng,2003.0,Wildside Press
1398,3.75,272,26508,2019,55.0,2158.0,26.0,1.0,6.0,1,Frank McCourt,1,eng,2006.0,Scribner
1399,4.11,224,711,64,55.0,2158.0,82.0,69.0,15.0,0,Frank McCourt,1,eng,1998.0,Simon & Schuster
1400,3.89,185,38313,2811,1077.0,1014.0,275.0,22.0,23.0,1,Jerome K. Jerome,1,eng,1994.0,Penguin Books
1401,3.89,144,213,32,1077.0,1014.0,275.0,22.0,23.0,0,Jerome K. Jerome,1,eng,2006.0,Dover Publications
1402,3.89,272,52,8,1077.0,1014.0,275.0,22.0,23.0,0,Jerome K. Jerome,1,eng,2005.0,Collectors Library
1403,3.89,178,786,125,1077.0,1014.0,275.0,22.0,23.0,0,Jerome K. Jerome,1,eng,2004.0,Penguin Classics
1404,4.08,400,2318,182,1077.0,1014.0,6.0,3.0,0.0,0,Jerome K. Jerome,2,eng,1999.0,Penguin Classics
1405,4.14,467,225397,12452,613.0,11300.0,1319.0,119.0,66.0,0,Haruki Murakami,2,eng,2006.0,Vintage International
1406,4.32,736,983,91,3388.0,49400.0,1914.0,189.0,75.0,0,Fyodor Dostoyevsky,4,eng,1999.0,Signet Classics
1407,4.32,796,191531,6795,3388.0,49400.0,1914.0,189.0,75.0,0,Fyodor Dostoyevsky,4,eng,2002.0,Farrar Straus and Giroux
1408,4.32,1013,1673,184,3388.0,49400.0,1914.0,189.0,75.0,0,Fyodor Dostoyevsky,2,eng,2003.0,Penguin Books Ltd
1409,4.32,796,617,80,3388.0,49400.0,1914.0,189.0,75.0,0,Fyodor Dostoyevsky,3,eng,1991.0,Vintage Books USA
1410,4.32,16,20,2,3388.0,49400.0,1914.0,189.0,75.0,0,Fyodor Dostoyevsky,3,eng,2005.0,Hovel Audio
